,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_3_prime_1,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.2561,0.2826,0.3051,0.1763,0.2218,0.2255,0.256,0.1996,0.2562,0.2922,0.2604,0.6976,0.9742,0.6963,0.6052,0.6976,0.6976,0.6935,0.6968,0.6532,0.5554,0.6494,0.534,0.6135,0.5325,0.4783,0.5066,0.4636,0.531,0.5309,0.5326,0.4741,0.5325,0.1753,0.1755,0.1351,0.1515,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.2076,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2938,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4057,0.309,0.2113,0.2673,0.3627,0.3976,0.3417,0.3951,0.4057,0.3502,0.4116,0.4663,0.561,0.2502,0.3421,0.4644,0.4278,0.4429,0.4161,0.3802,0.4283,0.4107
Condition_3_prime_2,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.9619,0.6963,0.9742,0.6718,0.8377,0.8213,0.8839,0.8318,0.892,0.773,0.7519,0.6057,0.4878,0.5935,0.4103,0.5198,0.496,0.5916,0.5704,0.6044,0.5525,0.5932,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4325,0.324,0.269,0.2754,0.3626,0.4286,0.3765,0.4087,0.4325,0.4012,0.4577,0.4959,0.4364,0.3573,0.3421,0.4805,0.4278,0.4725,0.4378,0.4536,0.5235,0.4488
Condition_3_prime_3,0.2714,0.2443,0.2972,0.1498,0.2551,0.2332,0.1974,0.312,0.2978,0.2714,0.2655,0.2042,0.1893,0.2452,0.1243,0.1775,0.1813,0.2041,0.1397,0.2042,0.2323,0.2085,0.6748,0.6052,0.6718,0.9742,0.6748,0.6696,0.6636,0.6686,0.6226,0.5222,0.594,0.4665,0.3954,0.4651,0.4103,0.4179,0.3892,0.4636,0.4466,0.4652,0.3985,0.4651,0.1234,0.1236,0.0671,0.1073,0.1087,0.1153,0.1234,0.1352,0.1492,0.1315,0.1246,0.1295,0.1172,0.1593,0.0429,0.1124,0.1147,0.1295,0.1513,0.1641,0.1326,0.1396,0.1926,0.1437,0.219,0.0699,0.1621,0.1779,0.1858,0.1378,0.2108,0.1866,0.154,0.1822,0.1822,0.1921,0.1744,0.1741,0.1577,0.228,0.2185,0.2117,0.1854,0.2003,0.317,0.2136,0.2351,0.1948,0.2785,0.3348,0.261,0.3027,0.317,0.2694,0.3389,0.39,0.344,0.2952,0.266,0.3963,0.3436,0.3666,0.3318,0.4238,0.3715,0.3344
Condition_3_prime_4,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2685,0.8423,0.6976,0.8377,0.6748,0.9742,0.8234,0.8243,0.7856,0.7816,0.6779,0.7107,0.5693,0.4878,0.5619,0.4103,0.5147,0.4908,0.5604,0.539,0.5679,0.5094,0.5619,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4138,0.3104,0.2558,0.2754,0.3627,0.4235,0.3578,0.3951,0.4138,0.3743,0.4357,0.4824,0.4364,0.3338,0.3421,0.4805,0.4278,0.459,0.4242,0.44,0.5016,0.4268
Condition_3_prime_5,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.8234,0.6976,0.8213,0.6696,0.8234,0.9742,0.8145,0.7829,0.7632,0.6591,0.7017,0.5693,0.4878,0.5619,0.4103,0.5147,0.4908,0.5604,0.539,0.5679,0.5094,0.5619,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1631,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2418,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4138,0.3104,0.2535,0.2754,0.3627,0.4235,0.3578,0.3951,0.4138,0.3743,0.4357,0.4824,0.4364,0.3338,0.3421,0.4805,0.4278,0.459,0.4242,0.44,0.5016,0.4268
Condition_3_prime_6,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.8885,0.6935,0.8839,0.6636,0.8243,0.8145,0.9742,0.822,0.8198,0.7146,0.7435,0.5966,0.4866,0.5904,0.4091,0.5106,0.4889,0.5905,0.5691,0.5965,0.5367,0.5904,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1393,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4232,0.316,0.2558,0.2763,0.3586,0.4176,0.3713,0.4075,0.4232,0.3963,0.4558,0.4957,0.4364,0.3488,0.3421,0.4802,0.4278,0.4725,0.4378,0.4533,0.5235,0.4487
Condition_3_prime_7,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.8333,0.6968,0.8318,0.6686,0.7856,0.7829,0.822,0.9742,0.773,0.6713,0.7397,0.5903,0.4878,0.5888,0.4103,0.5103,0.4804,0.5873,0.5704,0.5889,0.5304,0.5888,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4229,0.3144,0.2595,0.2709,0.3627,0.4191,0.3669,0.4087,0.4229,0.3919,0.4533,0.4959,0.4364,0.3276,0.3421,0.4805,0.4279,0.4733,0.4378,0.4536,0.502,0.4488
Condition_3_prime_8,0.3231,0.3057,0.346,0.1958,0.2988,0.2792,0.2506,0.3608,0.2867,0.3231,0.3195,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.9043,0.6532,0.892,0.6226,0.7816,0.7632,0.8198,0.773,0.9742,0.7454,0.7149,0.6059,0.4878,0.5933,0.4103,0.5199,0.496,0.5917,0.5704,0.6045,0.5586,0.5933,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2458,0.2035,0.2678,0.1297,0.2109,0.2377,0.239,0.1622,0.2108,0.2398,0.2161,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4325,0.324,0.2751,0.2754,0.3627,0.4346,0.3765,0.4087,0.4325,0.4074,0.4577,0.4517,0.3995,0.2975,0.3178,0.4363,0.3909,0.4283,0.4008,0.4017,0.4637,0.4184
Condition_3_prime_9,0.251,0.2198,0.275,0.1227,0.2349,0.2142,0.1751,0.2874,0.2157,0.251,0.2464,0.188,0.1732,0.2288,0.1,0.1618,0.1656,0.1879,0.1234,0.1881,0.2159,0.1924,0.7849,0.5554,0.773,0.5222,0.6779,0.6591,0.7146,0.6713,0.7454,0.9742,0.6479,0.4713,0.3759,0.4639,0.2984,0.3947,0.3708,0.4624,0.4491,0.4699,0.4181,0.4639,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.219,0.0948,0.1566,0.1589,0.1813,0.211,0.1639,0.1844,0.1994,0.2522,0.2074,0.2755,0.1337,0.216,0.2261,0.2477,0.1709,0.1956,0.2543,0.2219,0.1665,0.1665,0.1322,0.1516,0.1584,0.1428,0.2117,0.2024,0.1438,0.1698,0.1842,0.4082,0.2996,0.2448,0.2562,0.3627,0.4043,0.3522,0.3976,0.4082,0.3771,0.4385,0.4597,0.4079,0.3425,0.3255,0.442,0.3993,0.444,0.4167,0.4085,0.4682,0.4268
Condition_3_prime_10,0.3271,0.3122,0.3512,0.1988,0.3028,0.2822,0.2594,0.3716,0.2918,0.3271,0.3225,0.256,0.2411,0.3049,0.1762,0.2217,0.2254,0.2559,0.1995,0.2561,0.292,0.2603,0.761,0.6494,0.7519,0.594,0.7107,0.7017,0.7435,0.7397,0.7149,0.6479,0.9742,0.5714,0.4755,0.5712,0.398,0.4914,0.4638,0.5713,0.558,0.5713,0.5115,0.5713,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.219,0.0948,0.1566,0.1589,0.1813,0.211,0.1639,0.1844,0.1994,0.2522,0.2074,0.2755,0.1337,0.216,0.2261,0.2477,0.1709,0.1955,0.2543,0.2301,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.404,0.2968,0.2885,0.2543,0.3586,0.3984,0.3522,0.3963,0.404,0.3771,0.4366,0.4596,0.4079,0.2806,0.3255,0.4417,0.3993,0.444,0.4167,0.3933,0.431,0.5398
Condition_4,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.6059,0.534,0.6057,0.4665,0.5693,0.5693,0.5966,0.5903,0.6059,0.4713,0.5714,0.9742,0.7244,0.9297,0.6609,0.8496,0.8276,0.9107,0.8622,0.955,0.9043,0.9299,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7616,0.6561,0.5975,0.4732,0.6543,0.5735,0.6922,0.6656,0.7425,0.7497,0.7711,0.5997,0.5499,0.4471,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_4_prime_1,0.4124,0.5479,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3906,0.4124,0.4121,0.3399,0.4659,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3406,0.3939,0.3467,0.4878,0.6135,0.4878,0.3954,0.4878,0.4878,0.4866,0.4878,0.4878,0.3759,0.4755,0.7244,0.9742,0.7244,0.6839,0.7097,0.6802,0.7236,0.7243,0.7244,0.6798,0.7244,0.2344,0.3585,0.1661,0.1996,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.397,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.5136,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3571,0.3375,0.2838,0.4076,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.6089,0.6283,0.4034,0.419,0.5728,0.4263,0.5635,0.6086,0.607,0.5605,0.6089,0.5013,0.4899,0.3272,0.4417,0.3991,0.4719,0.4887,0.4789,0.4235,0.4884,0.4805
Condition_4_prime_2,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3676,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.5933,0.5325,0.5935,0.4651,0.5619,0.5619,0.5904,0.5888,0.5933,0.4639,0.5712,0.9297,0.7244,0.9742,0.6609,0.8257,0.8026,0.9106,0.8622,0.9296,0.8605,0.9296,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.2679,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7384,0.6465,0.5623,0.4732,0.6364,0.5364,0.6825,0.6656,0.7326,0.7156,0.7711,0.5997,0.5499,0.447,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_4_prime_3,0.3526,0.3481,0.3302,0.2113,0.2844,0.3026,0.291,0.3235,0.3905,0.3526,0.3523,0.288,0.2735,0.3059,0.2037,0.2454,0.2519,0.2874,0.2489,0.2888,0.334,0.2948,0.4103,0.4783,0.4103,0.4103,0.4103,0.4103,0.4091,0.4103,0.4103,0.2984,0.398,0.6609,0.6839,0.6609,0.9742,0.6462,0.6091,0.6601,0.6608,0.6609,0.6086,0.6609,0.1825,0.1829,0.0981,0.3024,0.1569,0.1744,0.1825,0.2119,0.2339,0.2032,0.1835,0.2033,0.1911,0.2061,0.114,0.172,0.1569,0.2028,0.1972,0.2834,0.2147,0.2284,0.2876,0.27,0.3076,0.1742,0.2465,0.2214,0.2865,0.2165,0.3258,0.2892,0.2695,0.2396,0.2396,0.2626,0.195,0.2316,0.2036,0.3132,0.249,0.297,0.2488,0.2487,0.5454,0.4352,0.431,0.3487,0.5093,0.3628,0.4923,0.5451,0.5426,0.488,0.5454,0.4323,0.4199,0.3531,0.3656,0.3384,0.4108,0.4194,0.4096,0.447,0.4123,0.4112
Condition_4_prime_4,0.4123,0.4239,0.3898,0.2631,0.3362,0.3544,0.3588,0.3906,0.39,0.4123,0.412,0.3397,0.3142,0.3655,0.2554,0.2895,0.2959,0.3392,0.3004,0.3403,0.3936,0.3466,0.5199,0.5066,0.5198,0.4179,0.5147,0.5147,0.5106,0.5103,0.5199,0.3947,0.4914,0.8496,0.7097,0.8257,0.6462,0.9742,0.7678,0.8068,0.7791,0.8312,0.7879,0.8259,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2357,0.2551,0.2347,0.2658,0.1659,0.2162,0.201,0.2546,0.2568,0.2829,0.2664,0.2881,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7481,0.6233,0.5351,0.4732,0.6542,0.5435,0.663,0.6521,0.7289,0.6733,0.7009,0.5542,0.5418,0.407,0.4417,0.4522,0.5246,0.5413,0.5315,0.4765,0.5325,0.5331
Condition_4_prime_5,0.388,0.3938,0.3597,0.2484,0.3119,0.3353,0.3286,0.3914,0.3602,0.388,0.3877,0.3251,0.3061,0.3414,0.2444,0.2785,0.2813,0.3246,0.2814,0.3259,0.3747,0.3275,0.496,0.4636,0.496,0.3892,0.4908,0.4908,0.4889,0.4804,0.496,0.3708,0.4638,0.8276,0.6802,0.8026,0.6091,0.7678,0.9742,0.7861,0.7384,0.8276,0.8269,0.8026,0.2325,0.2328,0.1602,0.1546,0.1992,0.2244,0.2325,0.206,0.2977,0.2602,0.2325,0.247,0.2307,0.2512,0.16,0.2104,0.193,0.2465,0.2423,0.2642,0.2555,0.2771,0.3186,0.2833,0.3314,0.2119,0.276,0.2443,0.3175,0.2484,0.2816,0.3202,0.3072,0.278,0.2779,0.2545,0.2319,0.2699,0.2365,0.3619,0.2897,0.2859,0.2848,0.2895,0.667,0.5568,0.4857,0.4732,0.5818,0.4843,0.6725,0.5922,0.6611,0.6864,0.6566,0.51,0.4819,0.3628,0.3975,0.408,0.4647,0.4971,0.4717,0.4323,0.4803,0.4889
Condition_4_prime_6,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.5917,0.531,0.5916,0.4636,0.5604,0.5604,0.5905,0.5873,0.5917,0.4624,0.5713,0.9107,0.7236,0.9106,0.6601,0.8068,0.7861,0.9742,0.8614,0.9107,0.842,0.9106,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7194,0.628,0.5475,0.4568,0.618,0.5174,0.6739,0.6648,0.7166,0.7025,0.7629,0.5995,0.5499,0.4463,0.4417,0.4839,0.5245,0.5867,0.5613,0.53,0.5862,0.5951
Condition_4_prime_7,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.5704,0.5309,0.5704,0.4466,0.539,0.539,0.5691,0.5704,0.5704,0.4491,0.558,0.8622,0.7243,0.8622,0.6608,0.7791,0.7384,0.8614,0.9742,0.8622,0.7937,0.8622,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.6918,0.6009,0.5041,0.4425,0.6112,0.4818,0.6307,0.6656,0.689,0.6594,0.7328,0.584,0.5499,0.4181,0.4417,0.4684,0.5246,0.5711,0.5613,0.5145,0.5789,0.5795
Condition_4_prime_8,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.6045,0.5326,0.6044,0.4652,0.5679,0.5679,0.5965,0.5889,0.6045,0.4699,0.5713,0.955,0.7244,0.9296,0.6609,0.8312,0.8276,0.9107,0.8622,0.9742,0.8858,0.9299,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7437,0.6517,0.5817,0.4732,0.6365,0.5555,0.6877,0.6656,0.7378,0.735,0.7711,0.5997,0.5499,0.447,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_4_prime_9,0.388,0.3938,0.3597,0.2484,0.3119,0.3353,0.3286,0.3914,0.3602,0.388,0.3877,0.3251,0.3061,0.3414,0.2444,0.2785,0.2813,0.3246,0.2814,0.3259,0.3747,0.3275,0.5526,0.4741,0.5525,0.3985,0.5094,0.5094,0.5367,0.5304,0.5586,0.4181,0.5115,0.9043,0.6798,0.8605,0.6086,0.7879,0.8269,0.842,0.7937,0.8858,0.9742,0.8607,0.2325,0.2328,0.1602,0.1546,0.1992,0.2244,0.2325,0.206,0.2977,0.2602,0.2325,0.247,0.2307,0.2512,0.16,0.2104,0.193,0.2465,0.2423,0.2642,0.2555,0.2771,0.3186,0.2833,0.3314,0.2119,0.276,0.2443,0.3175,0.2484,0.2816,0.3202,0.3072,0.278,0.2779,0.2545,0.2319,0.2699,0.2365,0.3619,0.2897,0.2859,0.2848,0.2895,0.6999,0.595,0.5549,0.4725,0.6024,0.5297,0.6909,0.6053,0.6807,0.7899,0.7024,0.5316,0.4901,0.3947,0.3975,0.416,0.4647,0.5188,0.4934,0.4782,0.5265,0.5272
Condition_4_prime_10,0.4124,0.4242,0.39,0.2632,0.3363,0.3545,0.359,0.3914,0.3905,0.4124,0.4121,0.3399,0.3143,0.3658,0.2555,0.2896,0.2961,0.3393,0.3006,0.3407,0.3939,0.3467,0.5933,0.5325,0.5932,0.4651,0.5619,0.5619,0.5904,0.5888,0.5933,0.4639,0.5713,0.9299,0.7244,0.9296,0.6609,0.8259,0.8026,0.9106,0.8622,0.9299,0.8607,0.9742,0.2344,0.2347,0.1661,0.1554,0.2011,0.2263,0.2344,0.2119,0.3019,0.263,0.2354,0.2552,0.2348,0.266,0.1659,0.2162,0.2011,0.2547,0.2571,0.2834,0.2666,0.2882,0.3556,0.3077,0.3756,0.2422,0.3063,0.2813,0.3545,0.2926,0.3258,0.3572,0.3375,0.2838,0.2838,0.2626,0.2319,0.2758,0.2406,0.373,0.3008,0.297,0.293,0.3006,0.7385,0.6465,0.5626,0.4732,0.6364,0.5365,0.6826,0.6656,0.7326,0.7159,0.7711,0.5997,0.5499,0.4471,0.4417,0.4841,0.5246,0.5868,0.5613,0.5302,0.5865,0.5951
Condition_5,0.7063,0.4209,0.6621,0.6218,0.6391,0.7063,0.6217,0.5498,0.6544,0.7063,0.7063,0.683,0.5728,0.5464,0.4979,0.6112,0.629,0.683,0.5987,0.683,0.5822,0.683,0.1753,0.1753,0.1753,0.1234,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.1753,0.2344,0.2344,0.2344,0.1825,0.2344,0.2325,0.2344,0.2344,0.2344,0.2325,0.2344,0.9742,0.8499,0.7533,0.8273,0.8504,0.8818,0.9742,0.8879,0.7879,0.8972,0.9699,0.9137,0.784,0.7771,0.7057,0.8143,0.8309,0.9137,0.7934,0.7307,0.8834,0.8376,0.6692,0.5702,0.6611,0.4612,0.6463,0.6545,0.6692,0.585,0.6174,0.6692,0.6803,0.8794,0.7556,0.855,0.7322,0.7555,0.8141,0.7149,0.7781,0.795,0.855,0.8237,0.3704,0.21,0.2342,0.324,0.3704,0.3112,0.3685,0.3704,0.3704,0.2924,0.2942,0.3334,0.2573,0.1973,0.3334,0.2892,0.3334,0.3334,0.3334,0.2815,0.257,0.2573
Condition_5_prime_1,0.5829,0.5451,0.5387,0.4984,0.5293,0.5829,0.4982,0.4263,0.531,0.5829,0.5829,0.573,0.5824,0.4364,0.4981,0.5106,0.519,0.573,0.4887,0.573,0.4722,0.573,0.1755,0.1755,0.1755,0.1236,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.1755,0.2347,0.3585,0.2347,0.1829,0.2347,0.2328,0.2347,0.2347,0.2347,0.2328,0.2347,0.8499,0.9742,0.6294,0.7033,0.7397,0.7575,0.8499,0.7641,0.6641,0.7737,0.8459,0.7902,0.7978,0.6536,0.7059,0.7043,0.7074,0.7902,0.6699,0.6072,0.7599,0.7141,0.5458,0.5841,0.5377,0.4616,0.5364,0.5311,0.5458,0.4616,0.494,0.5458,0.5569,0.756,0.8798,0.7316,0.6086,0.6457,0.6907,0.7152,0.6546,0.6716,0.7316,0.7001,0.3707,0.3341,0.2346,0.3241,0.3707,0.3114,0.3688,0.3707,0.3707,0.2927,0.2946,0.3338,0.2576,0.1976,0.3338,0.2895,0.3338,0.3338,0.3338,0.2819,0.2571,0.2576
