,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_7_prime_3,0.6865,0.6312,0.6561,0.7796,0.602,0.6112,0.7075,0.5279,0.6561,0.6865,0.6742,0.5711,0.436,0.5002,0.7428,0.5086,0.5314,0.5711,0.6237,0.5711,0.5365,0.5894,0.0619,0.0619,0.0619,0.0,0.0619,0.0728,0.0619,0.0728,0.0619,0.0619,0.0619,0.2177,0.2315,0.2315,0.1512,0.2177,0.2191,0.2315,0.2495,0.2315,0.208,0.2177,0.4767,0.4767,0.4101,0.3822,0.4334,0.4003,0.4767,0.4527,0.3674,0.4289,0.4767,0.5255,0.4097,0.4612,0.7033,0.4701,0.4611,0.5255,0.4661,0.5829,0.556,0.4961,0.7449,0.6252,0.6904,1.0,0.7036,0.6459,0.7449,0.755,0.661,0.7449,0.7338,0.4837,0.4837,0.4595,0.3359,0.4701,0.4374,0.4943,0.4073,0.4954,0.5081,0.4302,0.4406,0.3235,0.3596,0.3587,0.4406,0.3515,0.4267,0.4438,0.4406,0.3096,0.3329,0.4518,0.4256,0.3764,0.4518,0.3845,0.4596,0.4518,0.4538,0.3764,0.3363,0.3465
Condition_7_prime_4,0.8507,0.6144,0.8449,0.6777,0.8739,0.785,0.7923,0.6862,0.8392,0.8507,0.8384,0.7482,0.6046,0.6781,0.5522,0.772,0.7032,0.7482,0.7133,0.7482,0.704,0.7665,0.1514,0.1514,0.1514,0.1182,0.1514,0.1672,0.1514,0.1672,0.1514,0.1514,0.1514,0.2837,0.2993,0.2993,0.2299,0.2837,0.2873,0.2993,0.3177,0.2993,0.2757,0.2837,0.6505,0.5557,0.4804,0.5508,0.6052,0.5689,0.6505,0.6265,0.5233,0.6027,0.6505,0.6994,0.5816,0.6298,0.5156,0.7367,0.6297,0.6994,0.64,0.7414,0.7298,0.6699,0.9052,0.7855,0.8566,0.7036,1.0,0.8323,0.9052,0.8229,0.8207,0.899,0.8796,0.6575,0.5627,0.6334,0.5097,0.6419,0.606,0.5689,0.5759,0.6692,0.6819,0.604,0.4584,0.259,0.2846,0.3897,0.4584,0.3658,0.4445,0.4707,0.4584,0.3509,0.3796,0.4851,0.3968,0.3381,0.4851,0.4395,0.516,0.4851,0.5004,0.4311,0.3866,0.3968
Condition_7_prime_5,0.7931,0.575,0.7753,0.6322,0.7182,0.7395,0.7287,0.6434,0.7695,0.7931,0.7869,0.7056,0.5679,0.6237,0.5128,0.6405,0.6665,0.7056,0.6647,0.7056,0.6555,0.7239,0.1514,0.1514,0.1514,0.1182,0.1514,0.1672,0.1514,0.1672,0.1514,0.1514,0.1514,0.2562,0.276,0.276,0.2066,0.2562,0.2574,0.276,0.2978,0.276,0.2407,0.2562,0.6292,0.5344,0.441,0.5356,0.5868,0.5476,0.6292,0.5931,0.4867,0.5754,0.6292,0.666,0.551,0.5845,0.4822,0.6113,0.7202,0.666,0.5946,0.6964,0.6905,0.6305,0.8839,0.7187,0.854,0.6459,0.8323,1.0,0.8655,0.7832,0.8425,0.8839,0.8355,0.6302,0.5354,0.6,0.4823,0.6113,0.5847,0.5296,0.5365,0.6298,0.6486,0.6072,0.4309,0.2315,0.2571,0.3484,0.4309,0.3892,0.4032,0.4474,0.4309,0.3096,0.3564,0.4651,0.3769,0.3208,0.4651,0.4222,0.5009,0.4651,0.4831,0.4138,0.3565,0.3769
Condition_7_prime_6,0.8685,0.6687,0.8627,0.6862,0.7791,0.7883,0.8341,0.7415,0.8627,0.8685,0.8562,0.7482,0.6046,0.6883,0.5607,0.6772,0.7032,0.7544,0.7185,0.7482,0.7185,0.7665,0.2088,0.2088,0.2088,0.139,0.2088,0.2118,0.2088,0.2118,0.2088,0.2088,0.2088,0.3486,0.366,0.366,0.2856,0.3486,0.3447,0.366,0.3851,0.366,0.3307,0.3486,0.6537,0.5589,0.5,0.554,0.6052,0.5722,0.6537,0.6298,0.5494,0.606,0.6537,0.7026,0.5816,0.6432,0.5241,0.6419,0.633,0.7026,0.6432,0.7649,0.7331,0.6732,0.9815,0.8023,0.9271,0.7449,0.9052,0.8655,1.0,0.8944,0.8854,0.9754,0.9315,0.6608,0.566,0.6366,0.513,0.6419,0.6092,0.5815,0.5893,0.6725,0.6852,0.6072,0.548,0.3251,0.3499,0.4523,0.548,0.4308,0.5203,0.5584,0.548,0.4146,0.457,0.5704,0.4734,0.4057,0.5704,0.514,0.5885,0.5704,0.5833,0.5058,0.453,0.4734
Condition_7_prime_7,0.7813,0.685,0.7755,0.6862,0.6969,0.706,0.839,0.6593,0.7755,0.7813,0.769,0.6659,0.5275,0.6011,0.5607,0.6002,0.6262,0.6659,0.7185,0.6659,0.6314,0.6842,0.0916,0.0916,0.0916,0.0,0.0916,0.096,0.0916,0.096,0.0916,0.0916,0.0916,0.284,0.2995,0.2995,0.2084,0.284,0.2676,0.2995,0.3179,0.2995,0.2527,0.284,0.5715,0.4767,0.5049,0.477,0.5282,0.4951,0.5715,0.5475,0.4622,0.5237,0.5715,0.6204,0.5045,0.556,0.5241,0.5649,0.5559,0.6204,0.5609,0.6777,0.6508,0.5909,0.8944,0.72,0.8458,0.755,0.8229,0.7832,0.8944,1.0,0.8212,0.8882,0.8404,0.5785,0.4837,0.5544,0.4307,0.5649,0.5322,0.4943,0.5021,0.5902,0.6029,0.525,0.5069,0.3897,0.4132,0.3845,0.5069,0.3619,0.4656,0.5117,0.5069,0.3484,0.4008,0.5202,0.415,0.4455,0.5202,0.4534,0.5348,0.5202,0.5309,0.4455,0.3946,0.415
Condition_7_prime_8,0.7902,0.5904,0.7782,0.6198,0.7065,0.7218,0.7379,0.6577,0.8442,0.7902,0.784,0.6879,0.5443,0.6223,0.5004,0.6227,0.6487,0.6879,0.6525,0.6879,0.6525,0.7062,0.147,0.147,0.147,0.139,0.147,0.139,0.147,0.139,0.147,0.147,0.147,0.3213,0.3429,0.3429,0.3429,0.3213,0.3049,0.3429,0.3552,0.3429,0.2961,0.3213,0.5935,0.4986,0.4284,0.554,0.5508,0.5119,0.5935,0.6298,0.4778,0.54,0.5935,0.6423,0.5213,0.5772,0.4638,0.5875,0.5785,0.6423,0.5772,0.771,0.6728,0.6072,0.9038,0.7183,0.8978,0.661,0.8207,0.8425,0.8854,0.8212,1.0,0.9038,0.8579,0.6063,0.5115,0.6366,0.4644,0.5875,0.5606,0.5155,0.529,0.6725,0.6307,0.547,0.5207,0.2979,0.4036,0.3845,0.5207,0.3737,0.4794,0.5353,0.5207,0.3737,0.434,0.5507,0.4536,0.4571,0.5507,0.4887,0.5735,0.5507,0.5661,0.5661,0.4232,0.4536
Condition_7_prime_9,0.8685,0.6687,0.8565,0.6862,0.7791,0.7883,0.8279,0.7415,0.8565,0.8685,0.8562,0.7482,0.6046,0.6883,0.5607,0.6772,0.7032,0.7482,0.7185,0.7482,0.7185,0.7665,0.2088,0.2088,0.2088,0.139,0.2088,0.2118,0.2088,0.2118,0.2088,0.2088,0.2088,0.3486,0.366,0.366,0.2856,0.3486,0.3447,0.366,0.3851,0.366,0.3307,0.3486,0.6537,0.5589,0.5,0.554,0.6052,0.5722,0.6537,0.6298,0.5494,0.606,0.6537,0.7026,0.5816,0.6432,0.5241,0.6419,0.633,0.7026,0.6432,0.771,0.7331,0.6732,0.9877,0.8023,0.9455,0.7449,0.899,0.8839,0.9754,0.8882,0.9038,1.0,0.9315,0.6608,0.566,0.6366,0.513,0.6419,0.6092,0.5815,0.5893,0.6725,0.6852,0.6072,0.548,0.3251,0.3499,0.4523,0.548,0.4308,0.5203,0.5584,0.548,0.4146,0.457,0.5704,0.4734,0.4057,0.5704,0.514,0.5963,0.5704,0.5833,0.5058,0.453,0.4734
Condition_7_prime_10,0.859,0.6208,0.8387,0.6817,0.7654,0.7826,0.7998,0.7028,0.8387,0.859,0.859,0.7515,0.6037,0.6979,0.5613,0.6716,0.7008,0.7515,0.725,0.7515,0.725,0.772,0.2088,0.2088,0.2088,0.139,0.2088,0.2118,0.2088,0.2118,0.2088,0.2088,0.2088,0.3348,0.3425,0.3425,0.2621,0.3348,0.3244,0.3425,0.3548,0.3425,0.3189,0.3348,0.6798,0.5801,0.5412,0.5677,0.6184,0.595,0.6798,0.6665,0.59,0.6399,0.6798,0.7071,0.5918,0.6472,0.5271,0.6458,0.6357,0.7071,0.6472,0.7772,0.7345,0.674,0.9315,0.7915,0.8772,0.7338,0.8796,0.8355,0.9315,0.8404,0.8579,0.9315,1.0,0.667,0.5673,0.6398,0.5215,0.6458,0.6159,0.5847,0.5935,0.6801,0.6875,0.6137,0.5342,0.3113,0.3361,0.4523,0.5342,0.4073,0.5203,0.5349,0.5342,0.4146,0.4335,0.5401,0.443,0.3705,0.5401,0.4788,0.5499,0.5401,0.5481,0.4706,0.4328,0.443
Condition_8,0.7551,0.5148,0.7103,0.6816,0.7038,0.7526,0.6771,0.609,0.7019,0.7551,0.7594,0.7568,0.6655,0.6275,0.5944,0.7381,0.7368,0.7568,0.6747,0.7568,0.6679,0.7568,0.1514,0.1514,0.1514,0.1672,0.1514,0.1672,0.1514,0.1672,0.1514,0.1202,0.1514,0.2566,0.2763,0.2763,0.2295,0.2566,0.2981,0.2763,0.2981,0.2763,0.2763,0.2566,0.8499,0.78,0.7458,0.7469,0.8064,0.784,0.8499,0.8196,0.768,0.8208,0.8671,0.9248,0.8277,0.7987,0.7686,0.9038,0.8684,0.9248,0.8061,0.7548,0.8845,0.855,0.6608,0.5803,0.6362,0.4837,0.6575,0.6302,0.6608,0.5785,0.6063,0.6608,0.667,1.0,0.9267,0.9491,0.8293,0.9239,0.931,0.8598,0.8729,0.8861,0.959,0.885,0.337,0.1376,0.19,0.3094,0.337,0.3209,0.337,0.3562,0.337,0.2434,0.2651,0.3463,0.258,0.208,0.3463,0.3095,0.3562,0.3463,0.3535,0.301,0.258,0.258
Condition_8_prime_1,0.6725,0.6011,0.624,0.599,0.6211,0.6733,0.5944,0.5227,0.6192,0.6725,0.6731,0.6704,0.6679,0.5411,0.5944,0.6544,0.6542,0.6704,0.592,0.6704,0.5853,0.6704,0.1514,0.1514,0.1514,0.1672,0.1514,0.1672,0.1514,0.1672,0.1514,0.1202,0.1514,0.2566,0.4022,0.2763,0.2295,0.2566,0.2981,0.2763,0.2981,0.2763,0.2763,0.2566,0.7766,0.8533,0.6725,0.6736,0.7331,0.7107,0.7766,0.7463,0.6948,0.7475,0.7938,0.8421,0.8277,0.7161,0.7686,0.8211,0.7892,0.8421,0.7234,0.6685,0.8018,0.7724,0.566,0.5803,0.5414,0.4837,0.5627,0.5354,0.566,0.4837,0.5115,0.566,0.5673,0.9267,1.0,0.8758,0.756,0.8477,0.8577,0.8598,0.7996,0.81,0.8857,0.8117,0.337,0.2724,0.19,0.3094,0.337,0.3209,0.337,0.3562,0.337,0.2434,0.2651,0.3463,0.258,0.208,0.3463,0.3095,0.3562,0.3463,0.3535,0.301,0.258,0.258
Condition_8_prime_2,0.7373,0.4902,0.6859,0.6593,0.6817,0.7323,0.6547,0.5797,0.7373,0.7373,0.7397,0.7321,0.6432,0.5981,0.5721,0.7039,0.7059,0.7321,0.6524,0.7321,0.6456,0.7321,0.1514,0.1514,0.1514,0.1672,0.1514,0.1672,0.1514,0.1672,0.1514,0.1202,0.1514,0.2427,0.2646,0.2646,0.2646,0.2427,0.2778,0.2646,0.2778,0.2646,0.2646,0.2427,0.8088,0.739,0.7116,0.7469,0.7555,0.7429,0.8088,0.8295,0.7303,0.7797,0.8261,0.9157,0.7871,0.7854,0.7461,0.855,0.8403,0.9157,0.7928,0.7939,0.8711,0.846,0.6366,0.5532,0.606,0.4595,0.6334,0.6,0.6366,0.5544,0.6366,0.6366,0.6398,0.9491,0.8758,1.0,0.7886,0.8721,0.8833,0.8564,0.8662,0.9379,0.9491,0.8782,0.3231,0.1237,0.2174,0.2818,0.3231,0.2858,0.3231,0.3444,0.3231,0.2295,0.2534,0.316,0.2278,0.2253,0.316,0.2659,0.3176,0.316,0.3183,0.3183,0.2278,0.2278
Condition_8_prime_3,0.6022,0.3658,0.6104,0.5286,0.5998,0.597,0.5286,0.5241,0.5532,0.6022,0.6104,0.6078,0.5207,0.6078,0.446,0.593,0.592,0.6078,0.5263,0.6078,0.5195,0.6078,0.1514,0.1514,0.1514,0.1672,0.1514,0.1672,0.1514,0.1672,0.1514,0.1202,0.1514,0.2153,0.2295,0.2295,0.1943,0.2153,0.2478,0.2295,0.2478,0.2295,0.2295,0.2153,0.7136,0.6403,0.7022,0.626,0.6753,0.6505,0.7136,0.666,0.618,0.6811,0.724,0.7687,0.6877,0.7687,0.6125,0.7544,0.7174,0.7687,0.699,0.6056,0.7284,0.699,0.513,0.4314,0.4884,0.3359,0.5097,0.4823,0.513,0.4307,0.4644,0.513,0.5215,0.8293,0.756,0.7886,1.0,0.7622,0.7833,0.6926,0.8258,0.7262,0.7952,0.7351,0.2957,0.0963,0.1623,0.4642,0.2957,0.3094,0.2957,0.3094,0.2957,0.2021,0.2183,0.296,0.2077,0.1641,0.296,0.301,0.3024,0.296,0.301,0.2571,0.2077,0.2077
