,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_8_prime_2,0.7689,0.4772,0.7147,0.6717,0.7145,0.7689,0.6715,0.6119,0.7689,0.7689,0.7689,0.7684,0.6685,0.6152,0.5716,0.7316,0.7325,0.7684,0.6713,0.7684,0.6687,0.7684,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.2198,0.1418,0.2198,0.295,0.295,0.295,0.295,0.295,0.2923,0.295,0.295,0.295,0.2923,0.295,0.882,0.782,0.6667,0.821,0.8208,0.7943,0.882,0.8774,0.7124,0.7981,0.8827,0.9209,0.7889,0.7677,0.7196,0.8454,0.8457,0.9209,0.7734,0.7908,0.8906,0.8276,0.6492,0.5557,0.6357,0.4522,0.649,0.6284,0.6492,0.5522,0.6492,0.6492,0.6492,0.9458,0.8458,1.0,0.8015,0.8458,0.8593,0.8067,0.8467,0.913,0.9458,0.8855,0.377,0.1867,0.28,0.3198,0.377,0.3018,0.3743,0.377,0.377,0.281,0.2838,0.3353,0.2421,0.2383,0.3353,0.2811,0.3353,0.3353,0.3353,0.3353,0.2417,0.2421
Condition_8_prime_3,0.6298,0.3387,0.6298,0.5326,0.6295,0.6298,0.5327,0.5297,0.5881,0.6298,0.6298,0.6295,0.5314,0.6295,0.4327,0.6184,0.6194,0.6295,0.5324,0.6295,0.5298,0.6295,0.2471,0.2471,0.2471,0.2054,0.2471,0.2471,0.2471,0.2471,0.2471,0.1691,0.2471,0.2607,0.2607,0.2607,0.219,0.2607,0.2607,0.2607,0.2607,0.2607,0.2607,0.2607,0.7488,0.6488,0.6681,0.6822,0.7236,0.663,0.7488,0.702,0.5713,0.6647,0.7493,0.7649,0.6672,0.7649,0.5678,0.7455,0.7322,0.7649,0.6716,0.6034,0.744,0.6716,0.5214,0.4279,0.5131,0.3243,0.5211,0.5079,0.5214,0.4243,0.4797,0.5214,0.5214,0.8432,0.7432,0.8015,1.0,0.7458,0.7721,0.6499,0.8431,0.7145,0.8224,0.7364,0.3427,0.1524,0.204,0.4994,0.3427,0.3291,0.3427,0.3427,0.3427,0.2494,0.2494,0.3124,0.2191,0.1736,0.3124,0.3124,0.3124,0.3124,0.3124,0.2707,0.2191,0.2191
Condition_8_prime_4,0.7722,0.4913,0.7305,0.6789,0.7305,0.7722,0.6788,0.6293,0.718,0.7722,0.7722,0.7721,0.6841,0.6333,0.5789,0.7711,0.7721,0.7721,0.6788,0.7721,0.6724,0.7721,0.2574,0.2574,0.2574,0.2032,0.2574,0.2574,0.2574,0.2574,0.2574,0.1794,0.2574,0.3127,0.3127,0.3127,0.2585,0.3127,0.3113,0.3127,0.3127,0.3127,0.3113,0.3127,0.8029,0.7029,0.5898,0.7427,0.7971,0.7361,0.8029,0.7462,0.6325,0.7253,0.8036,0.8215,0.7321,0.6827,0.6282,0.8215,0.8079,0.8215,0.6928,0.6475,0.8006,0.7345,0.6639,0.5769,0.6556,0.4707,0.6639,0.6504,0.6639,0.5706,0.6097,0.6639,0.6639,0.9,0.8,0.8458,0.7458,1.0,0.822,0.7131,0.7612,0.8458,0.8792,0.7993,0.3884,0.2082,0.2409,0.3451,0.3884,0.3331,0.387,0.3884,0.3884,0.3,0.3014,0.3581,0.2711,0.2106,0.3581,0.3164,0.3581,0.3581,0.3581,0.3039,0.271,0.2711
Condition_8_prime_5,0.7055,0.4249,0.6752,0.6122,0.6749,0.7055,0.6121,0.5745,0.6638,0.7055,0.7055,0.7051,0.6172,0.5777,0.5121,0.7042,0.7051,0.7051,0.6119,0.7051,0.6054,0.7051,0.2233,0.2233,0.2233,0.1816,0.2233,0.2233,0.2233,0.2233,0.2233,0.1566,0.2233,0.262,0.262,0.262,0.2203,0.262,0.2613,0.262,0.262,0.262,0.2613,0.262,0.8287,0.7287,0.6136,0.7803,0.8219,0.7745,0.8287,0.779,0.6473,0.7459,0.8294,0.8341,0.7461,0.7067,0.6408,0.833,0.8257,0.8341,0.7168,0.6791,0.8205,0.7471,0.6179,0.5306,0.613,0.4246,0.6176,0.6096,0.6179,0.5246,0.5762,0.6179,0.6179,0.901,0.801,0.8593,0.7721,0.822,1.0,0.714,0.7736,0.7814,0.8875,0.8056,0.3365,0.1562,0.2015,0.3054,0.3365,0.2978,0.3358,0.3365,0.3365,0.2488,0.2495,0.3157,0.2287,0.1807,0.3157,0.2853,0.3157,0.3157,0.3157,0.274,0.2286,0.2287
Condition_8_prime_6,0.7376,0.636,0.6709,0.6013,0.6415,0.6834,0.638,0.5658,0.6597,0.7376,0.7376,0.6826,0.6559,0.5704,0.601,0.6027,0.6035,0.6826,0.6371,0.6826,0.6371,0.6826,0.33,0.33,0.33,0.2521,0.33,0.33,0.33,0.33,0.33,0.2367,0.33,0.4274,0.4274,0.4274,0.3494,0.4274,0.4225,0.4274,0.4274,0.4274,0.4225,0.4274,0.7667,0.7667,0.6151,0.634,0.6881,0.674,0.7667,0.7203,0.7601,0.8391,0.7674,0.8057,0.7669,0.7338,0.7197,0.7128,0.7131,0.8057,0.8309,0.6809,0.8043,0.8976,0.5901,0.5873,0.5693,0.4912,0.5873,0.5572,0.5901,0.4912,0.5122,0.5901,0.5901,0.8067,0.8067,0.8067,0.6499,0.7131,0.714,1.0,0.8,0.8065,0.8067,0.8991,0.4211,0.3222,0.2442,0.3488,0.4211,0.3237,0.4162,0.4211,0.4211,0.4162,0.4211,0.3669,0.3669,0.19,0.3669,0.3002,0.3669,0.3669,0.3669,0.2889,0.3662,0.3669
Condition_8_prime_7,0.7397,0.4423,0.7397,0.6282,0.7338,0.7215,0.6404,0.6378,0.673,0.7397,0.7397,0.721,0.604,0.7392,0.528,0.649,0.65,0.721,0.6402,0.721,0.6395,0.721,0.3121,0.3121,0.3121,0.2454,0.3121,0.3121,0.3121,0.3121,0.3121,0.2251,0.3121,0.3424,0.3424,0.3424,0.2757,0.3424,0.3375,0.3424,0.3424,0.3424,0.3375,0.3424,0.8068,0.7068,0.7881,0.6822,0.7363,0.7097,0.8068,0.7479,0.6693,0.7531,0.8075,0.8455,0.7155,0.909,0.6544,0.7606,0.761,0.8455,0.81,0.7009,0.8428,0.81,0.5985,0.4993,0.5777,0.3995,0.5926,0.5625,0.5985,0.4995,0.5318,0.5985,0.5985,0.8593,0.7593,0.8467,0.8431,0.7612,0.7736,0.8,1.0,0.8315,0.8592,0.8436,0.4305,0.2344,0.2648,0.4253,0.4305,0.4002,0.4258,0.4305,0.4305,0.3285,0.3334,0.3763,0.2792,0.2106,0.3763,0.3763,0.3763,0.3763,0.3763,0.3096,0.2789,0.2792
Condition_8_prime_8,0.8351,0.542,0.7683,0.7126,0.7681,0.81,0.7373,0.6632,0.8351,0.8351,0.8351,0.8092,0.6891,0.6686,0.6124,0.7354,0.7363,0.8092,0.7372,0.8092,0.7345,0.8092,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,0.2439,0.1569,0.2439,0.3413,0.3413,0.3413,0.3413,0.3413,0.3364,0.3413,0.3413,0.3413,0.3364,0.3413,0.8063,0.7063,0.6244,0.743,0.7429,0.7163,0.8063,0.8266,0.6731,0.7588,0.807,0.8454,0.7132,0.745,0.644,0.7676,0.7679,0.8454,0.7507,0.7693,0.844,0.8174,0.6938,0.6002,0.673,0.4967,0.6935,0.6635,0.6938,0.5967,0.6938,0.6938,0.6938,0.8588,0.7588,0.913,0.7145,0.8458,0.7814,0.8065,0.8315,1.0,0.8588,0.8391,0.4255,0.2352,0.3285,0.3532,0.4255,0.3281,0.4207,0.4255,0.4255,0.3274,0.3322,0.3713,0.278,0.2743,0.3713,0.3046,0.3713,0.3713,0.3713,0.3713,0.2773,0.278
Condition_8_prime_9,0.7993,0.5075,0.7576,0.702,0.7573,0.7993,0.7019,0.6548,0.7451,0.7993,0.7993,0.7987,0.6988,0.6581,0.6019,0.7858,0.7868,0.7987,0.7017,0.7987,0.699,0.7987,0.2626,0.2626,0.2626,0.2084,0.2626,0.2626,0.2626,0.2626,0.2626,0.1847,0.2626,0.3253,0.3253,0.3253,0.2711,0.3253,0.3226,0.3253,0.3253,0.3253,0.3226,0.3253,0.882,0.782,0.6793,0.8001,0.8542,0.7943,0.882,0.8535,0.7124,0.7981,0.8827,0.9209,0.7984,0.7802,0.7196,0.8787,0.879,0.9209,0.7859,0.7669,0.9209,0.8276,0.6909,0.5974,0.6774,0.4939,0.6907,0.6701,0.6909,0.5939,0.6367,0.6909,0.6909,0.9792,0.8792,0.9458,0.8224,0.8792,0.8875,0.8067,0.8592,0.8588,1.0,0.8855,0.4074,0.217,0.2561,0.3626,0.4074,0.3447,0.4047,0.4074,0.4074,0.3114,0.3141,0.377,0.2837,0.2258,0.377,0.3353,0.377,0.377,0.377,0.3228,0.2834,0.2837
Condition_8_prime_10,0.7527,0.553,0.6985,0.655,0.6983,0.7527,0.6557,0.593,0.686,0.7527,0.7531,0.7526,0.7352,0.5994,0.5558,0.6819,0.6829,0.7526,0.6555,0.7526,0.6528,0.7526,0.2973,0.2973,0.2973,0.2306,0.2973,0.2973,0.2973,0.2973,0.2973,0.2104,0.2973,0.3523,0.3523,0.3523,0.2856,0.3523,0.3474,0.3523,0.3523,0.3523,0.3474,0.3523,0.8584,0.7584,0.6368,0.7291,0.7832,0.7657,0.8584,0.7744,0.7759,0.8688,0.859,0.8853,0.8533,0.7578,0.6898,0.7992,0.8135,0.8853,0.8568,0.7142,0.8744,0.911,0.624,0.6238,0.6032,0.427,0.6238,0.624,0.624,0.527,0.5573,0.624,0.624,0.893,0.793,0.8855,0.7364,0.7993,0.8056,0.8991,0.8436,0.8391,0.8855,1.0,0.3433,0.2462,0.1795,0.2842,0.3433,0.2883,0.3384,0.3433,0.3433,0.3384,0.3433,0.3016,0.3016,0.1378,0.3016,0.2474,0.3016,0.3016,0.3016,0.2349,0.3016,0.3016
Condition_9,0.5577,0.4869,0.5342,0.3881,0.465,0.4824,0.5221,0.5446,0.5342,0.5577,0.5577,0.4724,0.3582,0.5112,0.3826,0.4004,0.4051,0.4724,0.4431,0.4724,0.5421,0.4797,0.4585,0.4425,0.4585,0.347,0.4512,0.4512,0.4505,0.446,0.4585,0.4377,0.4369,0.8003,0.6368,0.7795,0.5733,0.8002,0.7084,0.7719,0.7367,0.7868,0.7221,0.7795,0.4395,0.4395,0.3891,0.3239,0.3783,0.3514,0.4395,0.4116,0.4455,0.3969,0.4397,0.4553,0.3483,0.4806,0.3691,0.3886,0.3767,0.4552,0.3815,0.5008,0.4677,0.4196,0.5973,0.4436,0.6268,0.4766,0.5286,0.4986,0.5972,0.5429,0.5606,0.5975,0.5733,0.3985,0.3985,0.377,0.3427,0.3884,0.3365,0.4211,0.4305,0.4255,0.4074,0.3433,1.0,0.7917,0.7962,0.6817,0.8998,0.7587,0.9088,0.8946,0.9864,0.8165,0.8535,0.8023,0.6937,0.6597,0.6868,0.6944,0.7868,0.7937,0.7881,0.7162,0.6667,0.6885
Condition_9_prime_1,0.3617,0.6285,0.3381,0.291,0.2747,0.2921,0.4231,0.3459,0.3382,0.3617,0.3617,0.282,0.3648,0.3152,0.2855,0.2201,0.2249,0.282,0.346,0.2821,0.3461,0.2894,0.3627,0.3474,0.3627,0.2505,0.3546,0.3546,0.355,0.3502,0.3627,0.3418,0.3415,0.7047,0.6383,0.6922,0.4733,0.6919,0.6084,0.6846,0.6495,0.6995,0.6266,0.6922,0.2491,0.3491,0.2901,0.1436,0.198,0.1711,0.2491,0.2212,0.3466,0.2998,0.2493,0.2649,0.355,0.2845,0.2721,0.2083,0.1964,0.2649,0.2845,0.3047,0.2773,0.3225,0.4013,0.4466,0.4308,0.3776,0.3382,0.3082,0.4012,0.444,0.3645,0.4015,0.3772,0.2082,0.3081,0.1867,0.1524,0.2082,0.1562,0.3222,0.2344,0.2352,0.217,0.2462,0.7917,1.0,0.7022,0.482,0.6919,0.5508,0.7088,0.6947,0.785,0.7236,0.7664,0.6087,0.6001,0.5682,0.4871,0.501,0.5872,0.6001,0.5945,0.5245,0.5758,0.5976
Condition_9_prime_2,0.3808,0.3936,0.3572,0.3213,0.3013,0.3186,0.4351,0.3579,0.4353,0.3808,0.3808,0.3086,0.1982,0.3343,0.3159,0.2529,0.2577,0.3086,0.3651,0.3086,0.3652,0.3159,0.3028,0.2474,0.3028,0.2731,0.2936,0.2923,0.2928,0.2903,0.3123,0.2819,0.346,0.6651,0.4375,0.6226,0.4726,0.5965,0.5544,0.617,0.558,0.6538,0.615,0.6226,0.2757,0.2757,0.3021,0.2306,0.2308,0.1914,0.2757,0.3145,0.2596,0.2218,0.2759,0.2915,0.1883,0.3036,0.3024,0.2411,0.2292,0.2915,0.2065,0.4018,0.3039,0.2445,0.4113,0.2596,0.4409,0.3896,0.3535,0.3235,0.4112,0.4496,0.4616,0.4116,0.39,0.2472,0.2472,0.28,0.204,0.2409,0.2015,0.2442,0.2648,0.3285,0.2561,0.1795,0.7962,0.7022,1.0,0.4857,0.6981,0.6333,0.7322,0.6949,0.7848,0.7308,0.6981,0.6424,0.5011,0.7321,0.4935,0.5363,0.5898,0.6338,0.6045,0.6875,0.5189,0.5762
Condition_9_prime_3,0.4618,0.3487,0.4903,0.3228,0.4359,0.4098,0.4138,0.5237,0.4124,0.4618,0.4618,0.4098,0.3013,0.4904,0.3235,0.3538,0.3551,0.4098,0.3628,0.4099,0.4619,0.412,0.2939,0.2853,0.2939,0.1954,0.2939,0.2939,0.2941,0.2887,0.2939,0.2804,0.2802,0.483,0.4318,0.483,0.34,0.483,0.483,0.4757,0.4614,0.483,0.4829,0.483,0.3851,0.3851,0.3876,0.2822,0.3364,0.297,0.3851,0.3438,0.3668,0.3298,0.3851,0.3984,0.2934,0.4722,0.3135,0.3454,0.3323,0.3983,0.3732,0.4092,0.4086,0.348,0.4568,0.3365,0.4643,0.3547,0.418,0.3693,0.4567,0.3809,0.389,0.457,0.4514,0.3552,0.3552,0.3198,0.4994,0.3451,0.3054,0.3488,0.4253,0.3532,0.3626,0.2842,0.6817,0.482,0.4857,1.0,0.6681,0.562,0.677,0.6433,0.6802,0.5791,0.5774,0.5323,0.424,0.3841,0.5039,0.5244,0.5236,0.5237,0.5181,0.4519,0.4636,0.4187
Condition_9_prime_4,0.5577,0.4869,0.5342,0.3881,0.465,0.4824,0.5221,0.5446,0.5342,0.5577,0.5577,0.4724,0.3582,0.5112,0.3826,0.4004,0.4051,0.4724,0.4431,0.4724,0.5421,0.4797,0.4057,0.4057,0.4057,0.3086,0.4057,0.4057,0.4049,0.4057,0.4057,0.4057,0.4049,0.7011,0.6199,0.6877,0.5493,0.7011,0.6207,0.6802,0.6745,0.6877,0.6344,0.6877,0.4395,0.4395,0.3891,0.3239,0.3783,0.3514,0.4395,0.4116,0.4455,0.3969,0.4397,0.4553,0.3483,0.4806,0.3691,0.3886,0.3767,0.4552,0.3815,0.5008,0.4677,0.4196,0.5973,0.4436,0.6268,0.4766,0.5286,0.4986,0.5972,0.5429,0.5605,0.5975,0.5733,0.3985,0.3985,0.377,0.3427,0.3884,0.3365,0.4211,0.4305,0.4255,0.4074,0.3433,0.8998,0.6919,0.6981,0.6681,1.0,0.6868,0.82,0.8564,0.8863,0.7279,0.7818,0.7489,0.6413,0.59,0.6866,0.6464,0.7408,0.741,0.736,0.6634,0.6225,0.6363
Condition_9_prime_5,0.4444,0.3196,0.4716,0.3171,0.4185,0.3952,0.3763,0.4779,0.3937,0.4444,0.4444,0.3851,0.2824,0.4487,0.3057,0.3364,0.3399,0.3851,0.3298,0.3852,0.4288,0.3903,0.4776,0.4406,0.4776,0.368,0.4703,0.4703,0.4688,0.4651,0.487,0.4567,0.4553,0.6042,0.4295,0.5595,0.3589,0.56,0.5034,0.552,0.5055,0.5907,0.5588,0.5595,0.3769,0.3769,0.3587,0.2773,0.3317,0.2889,0.3769,0.324,0.3467,0.3166,0.3771,0.3795,0.2804,0.4362,0.2988,0.333,0.3343,0.3795,0.3371,0.3637,0.3817,0.3211,0.439,0.3066,0.4613,0.3687,0.3993,0.4183,0.4389,0.3644,0.3748,0.4393,0.4202,0.3432,0.3432,0.3018,0.3291,0.3331,0.2978,0.3237,0.4002,0.3281,0.3447,0.2883,0.7587,0.5508,0.6333,0.562,0.6868,1.0,0.6788,0.6659,0.7452,0.6881,0.6328,0.5814,0.4528,0.4408,0.4915,0.5734,0.5524,0.5728,0.556,0.4972,0.4347,0.4678
Condition_9_prime_6,0.5369,0.4565,0.5039,0.3797,0.4442,0.4689,0.4917,0.5495,0.5039,0.5369,0.5369,0.464,0.3555,0.4904,0.3777,0.3955,0.3968,0.464,0.4296,0.4641,0.5286,0.4662,0.3911,0.3638,0.3911,0.2796,0.3837,0.3837,0.3838,0.3786,0.3911,0.3702,0.3702,0.7329,0.5825,0.7204,0.5065,0.7091,0.7275,0.7176,0.6587,0.7277,0.7328,0.7204,0.4393,0.4393,0.3876,0.3239,0.3781,0.3513,0.4393,0.4102,0.4448,0.3965,0.4393,0.4526,0.3476,0.4722,0.3677,0.3871,0.374,0.4525,0.3732,0.4872,0.4628,0.4147,0.5556,0.4228,0.5726,0.4462,0.4982,0.4569,0.5555,0.4887,0.5064,0.5558,0.5429,0.3971,0.3971,0.3743,0.3427,0.387,0.3358,0.4162,0.4258,0.4207,0.4047,0.3384,0.9088,0.7088,0.7322,0.677,0.82,0.6788,1.0,0.8166,0.9029,0.8312,0.7991,0.7481,0.6158,0.6055,0.6326,0.6401,0.7089,0.7395,0.7102,0.662,0.6012,0.6343
Condition_9_prime_7,0.5577,0.4869,0.5342,0.3881,0.465,0.4824,0.5221,0.5446,0.5342,0.5577,0.5577,0.4724,0.3582,0.5112,0.3826,0.4004,0.4051,0.4724,0.4431,0.4724,0.5421,0.4797,0.4294,0.4293,0.4294,0.3304,0.4293,0.4293,0.4293,0.4294,0.4294,0.4245,0.4244,0.6949,0.6368,0.6949,0.5733,0.6949,0.6169,0.6949,0.6949,0.6949,0.6169,0.6949,0.4395,0.4395,0.3891,0.3239,0.3783,0.3514,0.4395,0.4116,0.4455,0.3969,0.4397,0.4553,0.3483,0.4806,0.3691,0.3886,0.3767,0.4552,0.3815,0.5008,0.4677,0.4196,0.5973,0.4436,0.6268,0.4766,0.5286,0.4986,0.5972,0.5429,0.5606,0.5975,0.5733,0.3985,0.3985,0.377,0.3427,0.3884,0.3365,0.4211,0.4305,0.4255,0.4074,0.3433,0.8946,0.6947,0.6949,0.6433,0.8564,0.6659,0.8166,1.0,0.8943,0.7159,0.7947,0.7773,0.6687,0.6009,0.7171,0.6693,0.7618,0.7687,0.7635,0.6912,0.6447,0.6634
Condition_9_prime_8,0.5577,0.4869,0.5342,0.3881,0.465,0.4824,0.5221,0.5446,0.5342,0.5577,0.5577,0.4724,0.3582,0.5112,0.3826,0.4004,0.4051,0.4724,0.4431,0.4724,0.5421,0.4797,0.4585,0.4425,0.4585,0.347,0.4512,0.4512,0.4505,0.446,0.4585,0.4377,0.4369,0.7867,0.6366,0.778,0.5729,0.7867,0.707,0.7716,0.7364,0.7853,0.7086,0.7781,0.4395,0.4395,0.3891,0.3239,0.3783,0.3514,0.4395,0.4116,0.4455,0.3969,0.4397,0.4553,0.3483,0.4806,0.3691,0.3886,0.3767,0.4552,0.3815,0.5008,0.4677,0.4196,0.5973,0.4436,0.6268,0.4766,0.5286,0.4986,0.5972,0.5429,0.5606,0.5975,0.5733,0.3985,0.3985,0.377,0.3427,0.3884,0.3365,0.4211,0.4305,0.4255,0.4074,0.3433,0.9864,0.785,0.7848,0.6802,0.8863,0.7452,0.9029,0.8943,1.0,0.8051,0.8528,0.8023,0.6937,0.6594,0.6868,0.6943,0.7868,0.7937,0.7881,0.7162,0.6666,0.6885
Condition_9_prime_9,0.4398,0.4565,0.4068,0.2826,0.3509,0.3756,0.3928,0.4456,0.4068,0.4398,0.4398,0.3707,0.3555,0.3933,0.2807,0.3085,0.3098,0.3707,0.3325,0.3708,0.4315,0.3729,0.4046,0.3676,0.4046,0.2834,0.3965,0.3965,0.3973,0.3921,0.4141,0.3838,0.3838,0.7771,0.5822,0.7349,0.5058,0.7167,0.7532,0.7296,0.6707,0.7661,0.839,0.735,0.346,0.346,0.2887,0.2369,0.2911,0.2643,0.346,0.3169,0.4448,0.3965,0.346,0.3593,0.3476,0.3751,0.2706,0.3001,0.287,0.3593,0.3732,0.3901,0.3695,0.4147,0.4585,0.4228,0.4755,0.3473,0.4049,0.3636,0.4584,0.3898,0.4093,0.4588,0.4459,0.3038,0.3038,0.281,0.2494,0.3,0.2488,0.4162,0.3285,0.3274,0.3114,0.3384,0.8165,0.7236,0.7308,0.5791,0.7279,0.6881,0.8312,0.7159,0.8051,1.0,0.8106,0.6544,0.6221,0.5342,0.5328,0.5467,0.6091,0.6459,0.6165,0.5905,0.6216,0.6434
Condition_9_prime_10,0.4606,0.4869,0.4371,0.291,0.3718,0.3891,0.4231,0.4456,0.4371,0.4606,0.4606,0.3791,0.3582,0.4141,0.2855,0.3134,0.3182,0.3791,0.346,0.3791,0.4451,0.3864,0.4755,0.4457,0.4755,0.3705,0.4747,0.4747,0.4753,0.4703,0.4755,0.4619,0.4618,0.7993,0.6368,0.7993,0.5733,0.7537,0.6995,0.7966,0.7585,0.7993,0.7122,0.7993,0.3462,0.3462,0.2901,0.2369,0.2913,0.2644,0.3462,0.3183,0.4455,0.3969,0.3464,0.362,0.3483,0.3835,0.2721,0.3016,0.2897,0.362,0.3815,0.4037,0.3744,0.4203,0.5002,0.4436,0.5297,0.3776,0.4353,0.4053,0.5001,0.444,0.4635,0.5005,0.4762,0.3052,0.3052,0.2838,0.2494,0.3014,0.2495,0.4211,0.3334,0.3322,0.3141,0.3433,0.8535,0.7664,0.6981,0.5774,0.7818,0.6328,0.7991,0.7947,0.8528,0.8106,1.0,0.7414,0.7,0.5896,0.5871,0.6337,0.6871,0.7329,0.7035,0.6573,0.6974,0.7304
