,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_4,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.6136,0.5596,0.6136,0.4916,0.6053,0.6053,0.6056,0.5916,0.6136,0.4928,0.5826,1.0,0.7449,0.9458,0.6814,0.9,0.8861,0.9382,0.872,0.9864,0.9129,0.9458,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.8003,0.7047,0.6651,0.483,0.7011,0.6042,0.7329,0.6949,0.7867,0.7771,0.7993,0.6417,0.6003,0.501,0.4881,0.5348,0.5882,0.6331,0.6038,0.5575,0.5974,0.6305
Condition_4_prime_1,0.4669,0.5887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.5023,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5011,0.6563,0.5011,0.4022,0.5011,0.5011,0.5011,0.5011,0.5011,0.3965,0.4962,0.7449,1.0,0.7449,0.7126,0.7365,0.6907,0.7448,0.7449,0.7449,0.6906,0.7449,0.2682,0.3682,0.1968,0.2244,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.4034,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.5474,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.4165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.6368,0.6383,0.4375,0.4318,0.6199,0.4295,0.5825,0.6368,0.6366,0.5822,0.6368,0.5209,0.5124,0.3442,0.4881,0.414,0.5065,0.5123,0.5067,0.4348,0.5007,0.507
Condition_4_prime_2,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4206,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5965,0.5592,0.5965,0.4912,0.5954,0.5954,0.5961,0.5912,0.5965,0.4829,0.5826,0.9458,0.7449,1.0,0.6814,0.8792,0.8454,0.9382,0.872,0.9458,0.8587,0.9458,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2967,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.7795,0.6922,0.6226,0.483,0.6877,0.5595,0.7204,0.6949,0.778,0.7349,0.7993,0.6417,0.6003,0.501,0.4881,0.5348,0.5882,0.6331,0.6038,0.5575,0.5974,0.6305
Condition_4_prime_3,0.389,0.3955,0.3654,0.2306,0.314,0.3314,0.3399,0.3624,0.4435,0.389,0.3889,0.3214,0.3053,0.3425,0.2251,0.2704,0.2752,0.3214,0.2771,0.3214,0.3734,0.3287,0.4272,0.5142,0.4272,0.4272,0.4272,0.4272,0.4271,0.4272,0.4272,0.3226,0.4222,0.6814,0.7126,0.6814,1.0,0.673,0.6146,0.6813,0.6814,0.6814,0.6146,0.6814,0.2015,0.2015,0.1098,0.3243,0.1703,0.1977,0.2015,0.2403,0.2653,0.2319,0.2017,0.2173,0.2063,0.2185,0.1183,0.1807,0.1688,0.2173,0.2166,0.3167,0.2297,0.2546,0.3199,0.2937,0.3495,0.1935,0.2703,0.2403,0.3198,0.2536,0.3702,0.3202,0.2959,0.2623,0.2623,0.295,0.219,0.2585,0.2203,0.3494,0.2757,0.3413,0.2711,0.2856,0.5733,0.4733,0.4726,0.34,0.5493,0.3589,0.5065,0.5733,0.5729,0.5058,0.5733,0.456,0.4474,0.3786,0.3948,0.3509,0.4434,0.4474,0.4418,0.4689,0.4233,0.4421
Condition_4_prime_4,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5582,0.5422,0.5582,0.4467,0.5509,0.5509,0.5502,0.5457,0.5582,0.4376,0.5366,0.9,0.7365,0.8792,0.673,1.0,0.8081,0.8716,0.8364,0.8865,0.8218,0.8792,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2945,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.8002,0.6919,0.5965,0.483,0.7011,0.56,0.7091,0.6949,0.7867,0.7167,0.7537,0.6026,0.594,0.4601,0.4881,0.4957,0.5882,0.594,0.5884,0.5165,0.5669,0.5887
Condition_4_prime_5,0.4461,0.4584,0.4131,0.289,0.3599,0.3846,0.3966,0.4494,0.4131,0.4461,0.4461,0.3797,0.3645,0.3996,0.287,0.3198,0.3211,0.3797,0.3388,0.3798,0.4378,0.3819,0.5212,0.4772,0.5212,0.4004,0.5139,0.5139,0.5138,0.4993,0.5212,0.4007,0.4908,0.8861,0.6907,0.8454,0.6146,0.8081,1.0,0.8382,0.772,0.8861,0.8861,0.8454,0.268,0.2681,0.1954,0.1702,0.2244,0.2643,0.268,0.2389,0.3515,0.3096,0.2681,0.2813,0.2696,0.2881,0.1836,0.2334,0.2203,0.2813,0.2862,0.3032,0.2915,0.3277,0.3652,0.3295,0.3822,0.2502,0.318,0.2766,0.3651,0.2927,0.316,0.3655,0.3526,0.3151,0.3151,0.2923,0.2607,0.3113,0.2613,0.4225,0.3375,0.3364,0.3226,0.3474,0.7084,0.6084,0.5544,0.483,0.6207,0.5034,0.7275,0.6169,0.707,0.7532,0.6995,0.5484,0.516,0.4059,0.4339,0.4415,0.5102,0.5398,0.5104,0.4623,0.5014,0.5345
Condition_4_prime_6,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5962,0.5589,0.5962,0.491,0.5951,0.5951,0.5961,0.591,0.5962,0.4827,0.5826,0.9382,0.7448,0.9382,0.6813,0.8716,0.8382,1.0,0.8719,0.9382,0.8512,0.9382,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.7719,0.6846,0.617,0.4757,0.6802,0.552,0.7176,0.6949,0.7716,0.7296,0.7966,0.6417,0.6003,0.501,0.4881,0.5348,0.5882,0.6331,0.6038,0.5575,0.5974,0.6305
Condition_4_prime_7,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5689,0.5589,0.5689,0.4689,0.5679,0.5679,0.5689,0.5689,0.5689,0.4641,0.564,0.872,0.7449,0.872,0.6814,0.8364,0.772,0.8719,1.0,0.872,0.785,0.872,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.7367,0.6495,0.558,0.4614,0.6745,0.5055,0.6587,0.6949,0.7364,0.6707,0.7585,0.6179,0.6003,0.4602,0.4881,0.511,0.5882,0.6094,0.6038,0.5338,0.5849,0.6067
Condition_4_prime_8,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.6132,0.5592,0.6132,0.4912,0.6049,0.6049,0.6056,0.5912,0.6132,0.4924,0.5826,0.9864,0.7449,0.9458,0.6814,0.8865,0.8861,0.9382,0.872,1.0,0.8994,0.9458,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.7868,0.6995,0.6538,0.483,0.6877,0.5907,0.7277,0.6949,0.7853,0.7661,0.7993,0.6417,0.6003,0.501,0.4881,0.5348,0.5882,0.6331,0.6038,0.5575,0.5974,0.6305
Condition_4_prime_9,0.4461,0.4584,0.4131,0.289,0.3599,0.3846,0.3966,0.4494,0.4131,0.4461,0.4461,0.3797,0.3645,0.3996,0.287,0.3198,0.3211,0.3797,0.3388,0.3798,0.4378,0.3819,0.547,0.4816,0.547,0.4046,0.5273,0.5273,0.5276,0.5136,0.5565,0.4262,0.5046,0.9129,0.6906,0.8587,0.6146,0.8218,0.8861,0.8512,0.785,0.8994,1.0,0.8587,0.268,0.2681,0.1954,0.1702,0.2244,0.2643,0.268,0.2389,0.3515,0.3096,0.2681,0.2813,0.2696,0.2881,0.1836,0.2334,0.2203,0.2813,0.2862,0.3032,0.2915,0.3277,0.3652,0.3295,0.3822,0.2502,0.318,0.2766,0.3651,0.2927,0.316,0.3655,0.3526,0.3151,0.3151,0.2923,0.2607,0.3113,0.2613,0.4225,0.3375,0.3364,0.3226,0.3474,0.7221,0.6266,0.615,0.4829,0.6344,0.5588,0.7328,0.6169,0.7086,0.839,0.7122,0.5547,0.5223,0.4343,0.4339,0.4478,0.5102,0.5461,0.5168,0.4908,0.5217,0.5435
Condition_4_prime_10,0.4669,0.4887,0.4434,0.2973,0.3808,0.3981,0.4269,0.4494,0.4435,0.4669,0.4669,0.3881,0.3672,0.4204,0.2918,0.3247,0.3294,0.3881,0.3524,0.3881,0.4514,0.3954,0.5965,0.5592,0.5965,0.4912,0.5954,0.5954,0.5961,0.5912,0.5965,0.4829,0.5826,0.9458,0.7449,0.9458,0.6814,0.8792,0.8454,0.9382,0.872,0.9458,0.8587,1.0,0.2682,0.2682,0.1968,0.1702,0.2246,0.2644,0.2682,0.2403,0.3523,0.3099,0.2684,0.284,0.2703,0.2965,0.1851,0.2349,0.223,0.284,0.2946,0.3167,0.2964,0.3326,0.4069,0.3503,0.4364,0.2805,0.3483,0.3183,0.4068,0.3469,0.3702,0.4072,0.3829,0.3165,0.3165,0.295,0.2607,0.3127,0.262,0.4274,0.3424,0.3413,0.3253,0.3523,0.7795,0.6922,0.6226,0.483,0.6877,0.5595,0.7204,0.6949,0.7781,0.735,0.7993,0.6417,0.6003,0.501,0.4881,0.5348,0.5882,0.6331,0.6038,0.5575,0.5974,0.6305
Condition_5,0.7412,0.4507,0.687,0.6441,0.6867,0.7412,0.6441,0.5868,0.6744,0.7412,0.7412,0.7409,0.6409,0.5877,0.5441,0.6803,0.6812,0.7409,0.6438,0.7409,0.6412,0.7409,0.2057,0.2057,0.2057,0.1389,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2682,0.2682,0.2682,0.2015,0.2682,0.268,0.2682,0.2682,0.2682,0.268,0.2682,1.0,0.9,0.7498,0.8459,0.9,0.901,1.0,0.9022,0.8068,0.9067,0.9993,0.96,0.8505,0.8068,0.7629,0.8808,0.8735,0.96,0.8125,0.7632,0.9296,0.8667,0.6995,0.6059,0.6968,0.5024,0.6992,0.6911,0.6995,0.6024,0.6327,0.6995,0.7043,0.9029,0.8029,0.882,0.7488,0.8029,0.8287,0.7667,0.8068,0.8063,0.882,0.8584,0.4395,0.2491,0.2757,0.3851,0.4395,0.3769,0.4393,0.4395,0.4395,0.346,0.3462,0.3978,0.3045,0.234,0.3978,0.3436,0.3978,0.3978,0.3978,0.3311,0.3045,0.3045
Condition_5_prime_1,0.6412,0.5507,0.587,0.5441,0.5867,0.6412,0.5441,0.4869,0.5745,0.6412,0.6412,0.6409,0.6412,0.4878,0.5441,0.5805,0.5813,0.6409,0.5439,0.6409,0.5412,0.6409,0.2057,0.2057,0.2057,0.1389,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2682,0.3682,0.2682,0.2015,0.2682,0.2681,0.2682,0.2682,0.2682,0.2681,0.2682,0.9,1.0,0.6498,0.7459,0.8,0.801,0.9,0.8022,0.7068,0.8067,0.8993,0.86,0.8505,0.7068,0.7629,0.7809,0.7735,0.86,0.7125,0.6632,0.8296,0.7667,0.5995,0.606,0.5968,0.5024,0.5993,0.5911,0.5995,0.5024,0.5328,0.5995,0.6044,0.8029,0.9029,0.782,0.6488,0.7029,0.7287,0.7667,0.7068,0.7063,0.782,0.7584,0.4395,0.3491,0.2757,0.3851,0.4395,0.3769,0.4393,0.4395,0.4395,0.346,0.3462,0.3978,0.3045,0.234,0.3978,0.3436,0.3978,0.3978,0.3978,0.3311,0.3045,0.3045
Condition_5_prime_2,0.5623,0.4036,0.5748,0.5385,0.538,0.5258,0.592,0.5019,0.4969,0.5623,0.5623,0.5254,0.4217,0.5745,0.4385,0.4735,0.4745,0.5254,0.562,0.5254,0.4623,0.5254,0.1665,0.1665,0.1665,0.0795,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1665,0.1968,0.1968,0.1968,0.1098,0.1968,0.1954,0.1968,0.1968,0.1968,0.1954,0.1968,0.7498,0.6498,1.0,0.6138,0.6679,0.6565,0.7498,0.7365,0.7231,0.7372,0.7497,0.7443,0.6222,0.833,0.6634,0.6674,0.6635,0.7443,0.736,0.6011,0.7235,0.7109,0.5234,0.4261,0.5099,0.4253,0.5041,0.474,0.5234,0.5253,0.4364,0.5234,0.5443,0.6841,0.5841,0.6667,0.6681,0.5898,0.6136,0.6151,0.7881,0.6244,0.6793,0.6368,0.3891,0.2901,0.3021,0.3876,0.3891,0.3587,0.3876,0.3891,0.3891,0.2887,0.2901,0.3111,0.2121,0.2241,0.3111,0.3111,0.3111,0.3111,0.3111,0.2241,0.2121,0.2121
Condition_5_prime_3,0.6224,0.3421,0.5807,0.5291,0.5804,0.6224,0.5291,0.4807,0.6224,0.6224,0.6224,0.6221,0.539,0.4833,0.4291,0.6211,0.6221,0.6221,0.5315,0.6221,0.5224,0.6221,0.1236,0.1779,0.1236,0.1236,0.1236,0.1236,0.1236,0.1236,0.1236,0.1236,0.1236,0.1702,0.2244,0.1702,0.3243,0.1702,0.1702,0.1702,0.1702,0.1702,0.1702,0.1702,0.8459,0.7459,0.6138,1.0,0.8456,0.7792,0.8459,0.8247,0.659,0.7589,0.8456,0.821,0.7364,0.6822,0.6277,0.8207,0.8161,0.821,0.6923,0.7011,0.8001,0.734,0.5921,0.5351,0.5906,0.3988,0.5918,0.5872,0.5921,0.4988,0.5921,0.5921,0.5948,0.821,0.721,0.821,0.6822,0.7427,0.7803,0.634,0.6822,0.743,0.8001,0.7291,0.3239,0.1436,0.2306,0.2822,0.3239,0.2773,0.3239,0.3239,0.3239,0.2369,0.2369,0.2936,0.2066,0.2003,0.2936,0.2519,0.2936,0.2936,0.2936,0.2936,0.2066,0.2066
Condition_5_prime_4,0.6765,0.3962,0.6348,0.5832,0.6348,0.6765,0.5832,0.5349,0.6223,0.6765,0.6765,0.6765,0.5885,0.5377,0.4833,0.6755,0.6765,0.6765,0.5832,0.6765,0.5768,0.6765,0.178,0.178,0.178,0.1238,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.2246,0.2246,0.2246,0.1703,0.2246,0.2244,0.2246,0.2246,0.2246,0.2244,0.2246,0.9,0.8,0.6679,0.8456,1.0,0.8333,0.9,0.8246,0.7133,0.813,0.8997,0.875,0.788,0.7362,0.6818,0.875,0.8701,0.875,0.7463,0.701,0.8542,0.788,0.6462,0.5592,0.6448,0.4529,0.6462,0.6413,0.6462,0.5529,0.592,0.6462,0.6489,0.875,0.7751,0.8208,0.7236,0.7971,0.8219,0.6881,0.7363,0.7429,0.8542,0.7832,0.3783,0.198,0.2308,0.3364,0.3783,0.3317,0.3781,0.3783,0.3783,0.2911,0.2913,0.3479,0.261,0.2004,0.3479,0.3062,0.3479,0.3479,0.3479,0.2937,0.2609,0.261
Condition_5_prime_5,0.6512,0.3709,0.597,0.5579,0.5967,0.6512,0.5579,0.4969,0.5845,0.6512,0.6512,0.6509,0.563,0.4996,0.4579,0.6135,0.6145,0.6509,0.5576,0.6509,0.5512,0.6509,0.2019,0.2019,0.2019,0.1352,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2019,0.2644,0.2644,0.2644,0.1977,0.2644,0.2643,0.2644,0.2644,0.2644,0.2643,0.2644,0.901,0.801,0.6565,0.7792,0.8333,1.0,0.901,0.8033,0.7141,0.814,0.9003,0.861,0.7635,0.7097,0.6677,0.8141,0.8068,0.861,0.7198,0.6642,0.8307,0.774,0.6095,0.5222,0.6068,0.4162,0.6092,0.6012,0.6095,0.5162,0.5428,0.6095,0.6144,0.8152,0.7152,0.7943,0.663,0.7361,0.7745,0.674,0.7097,0.7163,0.7943,0.7657,0.3514,0.1711,0.1914,0.297,0.3514,0.2889,0.3513,0.3514,0.3514,0.2643,0.2644,0.3097,0.2227,0.1497,0.3097,0.2555,0.3097,0.3097,0.3097,0.243,0.2227,0.2227
Condition_5_prime_6,0.7412,0.4507,0.687,0.6441,0.6867,0.7412,0.6441,0.5868,0.6744,0.7412,0.7412,0.7409,0.6409,0.5877,0.5441,0.6803,0.6812,0.7409,0.6438,0.7409,0.6412,0.7409,0.2057,0.2057,0.2057,0.1389,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2057,0.2682,0.2682,0.2682,0.2015,0.2682,0.268,0.2682,0.2682,0.2682,0.268,0.2682,1.0,0.9,0.7498,0.8459,0.9,0.901,1.0,0.9022,0.8068,0.9067,0.9993,0.96,0.8505,0.8068,0.7629,0.8808,0.8735,0.96,0.8125,0.7632,0.9296,0.8667,0.6995,0.6059,0.6968,0.5024,0.6992,0.6911,0.6995,0.6024,0.6327,0.6995,0.7043,0.9029,0.8029,0.882,0.7488,0.8029,0.8287,0.7667,0.8068,0.8063,0.882,0.8584,0.4395,0.2491,0.2757,0.3851,0.4395,0.3769,0.4393,0.4395,0.4395,0.346,0.3462,0.3978,0.3045,0.234,0.3978,0.3436,0.3978,0.3978,0.3978,0.3311,0.3045,0.3045
Condition_5_prime_7,0.7192,0.4285,0.6525,0.5971,0.6522,0.6942,0.6221,0.5511,0.7192,0.7192,0.7192,0.6939,0.5939,0.5532,0.4971,0.6458,0.6467,0.6939,0.6218,0.6939,0.6192,0.6939,0.1527,0.1527,0.1527,0.1527,0.1527,0.1527,0.1535,0.1527,0.1527,0.1527,0.1527,0.2403,0.2403,0.2403,0.2403,0.2403,0.2389,0.2403,0.2403,0.2403,0.2389,0.2403,0.9022,0.8022,0.7365,0.8247,0.8246,0.8033,0.9022,1.0,0.8041,0.8636,0.903,0.8884,0.7792,0.7478,0.6914,0.824,0.8114,0.8884,0.7534,0.8137,0.8884,0.8202,0.665,0.5714,0.6566,0.4679,0.6647,0.6441,0.665,0.5679,0.665,0.665,0.6785,0.8462,0.7462,0.8774,0.702,0.7462,0.779,0.7203,0.7479,0.8266,0.8535,0.7744,0.4116,0.2212,0.3145,0.3438,0.4116,0.324,0.4102,0.4116,0.4116,0.3169,0.3183,0.3574,0.2641,0.2603,0.3574,0.2907,0.3574,0.3574,0.3574,0.3574,0.2641,0.2641
Condition_5_prime_8,0.6149,0.4546,0.5607,0.4789,0.5252,0.5669,0.555,0.5752,0.5607,0.6149,0.6149,0.5669,0.561,0.4609,0.3788,0.5133,0.5135,0.5669,0.5151,0.5669,0.6148,0.5669,0.2534,0.2534,0.2534,0.1664,0.2534,0.2534,0.2534,0.2534,0.2534,0.2534,0.2534,0.3523,0.3523,0.3523,0.2653,0.3523,0.3515,0.3523,0.3523,0.3523,0.3515,0.3523,0.8068,0.7068,0.7231,0.659,0.7133,0.7141,0.8068,0.8041,1.0,0.9,0.8068,0.7902,0.767,0.7144,0.6085,0.7103,0.6976,0.7902,0.8115,0.6602,0.7599,0.8532,0.5872,0.5845,0.5789,0.3883,0.558,0.5372,0.5872,0.4883,0.5003,0.5872,0.6008,0.726,0.626,0.7124,0.5713,0.6325,0.6473,0.7601,0.6693,0.6731,0.7124,0.7759,0.4455,0.3466,0.2596,0.3668,0.4455,0.3467,0.4448,0.4455,0.4455,0.4448,0.4455,0.3788,0.3788,0.1929,0.3788,0.3008,0.3788,0.3788,0.3788,0.2918,0.3788,0.3788
Condition_5_prime_9,0.7009,0.5036,0.6341,0.5675,0.6136,0.6556,0.6038,0.5338,0.6229,0.7009,0.7009,0.6553,0.6486,0.5349,0.4675,0.601,0.602,0.6553,0.6035,0.6553,0.6009,0.6553,0.2296,0.2296,0.2296,0.1516,0.2296,0.2296,0.2296,0.2296,0.2296,0.2296,0.2296,0.3099,0.3099,0.3099,0.2319,0.3099,0.3096,0.3099,0.3099,0.3099,0.3096,0.3099,0.9067,0.8067,0.7372,0.7589,0.813,0.814,0.9067,0.8636,0.9,1.0,0.9067,0.876,0.8598,0.7733,0.6943,0.8032,0.7906,0.876,0.8723,0.7196,0.8457,0.939,0.6466,0.6464,0.6418,0.4496,0.6464,0.6331,0.6466,0.5496,0.5687,0.6466,0.655,0.819,0.719,0.7981,0.6647,0.7253,0.7459,0.8391,0.7531,0.7588,0.7981,0.8688,0.3969,0.2998,0.2218,0.3298,0.3969,0.3166,0.3965,0.3969,0.3969,0.3965,0.3969,0.3427,0.3427,0.1676,0.3427,0.276,0.3427,0.3427,0.3427,0.2647,0.3427,0.3427
Condition_5_prime_10,0.7414,0.4509,0.6872,0.6444,0.687,0.7414,0.6444,0.5869,0.6747,0.7414,0.7414,0.7412,0.6412,0.588,0.5444,0.6805,0.6815,0.7412,0.6441,0.7412,0.6414,0.7412,0.2058,0.2058,0.2058,0.1391,0.2058,0.2058,0.2058,0.2058,0.2058,0.2058,0.2058,0.2684,0.2684,0.2684,0.2017,0.2684,0.2681,0.2684,0.2684,0.2684,0.2681,0.2684,0.9993,0.8993,0.7497,0.8456,0.8997,0.9003,0.9993,0.903,0.8068,0.9067,1.0,0.9606,0.8511,0.8074,0.7635,0.8815,0.8741,0.9606,0.8131,0.7638,0.9303,0.8673,0.6997,0.6062,0.697,0.5027,0.6995,0.6914,0.6997,0.6027,0.633,0.6997,0.7046,0.9036,0.8036,0.8827,0.7493,0.8036,0.8294,0.7674,0.8075,0.807,0.8827,0.859,0.4397,0.2493,0.2759,0.3851,0.4397,0.3771,0.4393,0.4397,0.4397,0.346,0.3464,0.398,0.3047,0.2342,0.398,0.3438,0.398,0.398,0.398,0.3313,0.3047,0.3047
Condition_6,0.7697,0.478,0.7155,0.6716,0.7152,0.7694,0.6727,0.6121,0.703,0.7697,0.7694,0.7695,0.6691,0.6163,0.5723,0.7087,0.7098,0.7693,0.6724,0.7694,0.6698,0.7693,0.2082,0.2082,0.2082,0.1415,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.284,0.284,0.284,0.2173,0.284,0.2813,0.284,0.284,0.284,0.2813,0.284,0.96,0.86,0.7443,0.821,0.875,0.861,0.96,0.8884,0.7902,0.876,0.9606,1.0,0.867,0.8468,0.7977,0.9,0.901,0.9997,0.8525,0.8032,0.9697,0.9064,0.7277,0.6341,0.7142,0.5306,0.7274,0.7069,0.7277,0.6306,0.661,0.7277,0.7277,0.9215,0.8215,0.9209,0.7649,0.8215,0.8341,0.8057,0.8455,0.8454,0.9209,0.8853,0.4553,0.2649,0.2915,0.3984,0.4553,0.3795,0.4526,0.4553,0.4553,0.3593,0.362,0.4136,0.3203,0.2498,0.4136,0.3593,0.4136,0.4136,0.4136,0.3469,0.3203,0.3203
